,Title,URL,Authors,Avg Ratings,Rating,Published_year,Pages
1075,"City of Bones (The Mortal Instruments, #1)",https://www.goodreads.com/book/show/256683.City_of_Bones,Cassandra Clare,4.08,"1,951,759",2007,485
1076,"Twilight (The Twilight Saga, #1)",https://www.goodreads.com/book/show/41865.Twilight,Stephenie Meyer,3.64,"6,305,687",2005,498
1077,"A Darker Shade of Magic (Shades of Magic, #1)",https://www.goodreads.com/book/show/22055262-a-darker-shade-of-magic,V.E. Schwab,4.06,"334,081",2015,400
1078,"The Way of Kings (The Stormlight Archive, #1)",https://www.goodreads.com/book/show/7235533-the-way-of-kings,Brandon Sanderson,4.65,"454,838",2010,1007
1079,"Good Omens: The Nice and Accurate Prophecies of Agnes Nutter, Witch (Mass Market Paperback)",https://www.goodreads.com/book/show/12067.Good_Omens,Terry Pratchett,4.25,"710,830",1990,491
1080,"A Court of Wings and Ruin (A Court of Thorns and Roses, #3)",https://www.goodreads.com/book/show/50659472-a-court-of-wings-and-ruin,Sarah J. Maas,4.46,"1,107,675",2017,703
1081,"Crooked Kingdom (Six of Crows, #2)",https://www.goodreads.com/book/show/22299763-crooked-kingdom,Leigh Bardugo,4.60,"590,485",2016,561
1082,Stardust (Paperback),https://www.goodreads.com/book/show/16793.Stardust,Neil Gaiman,4.10,"438,109",1999,248
1083,"Neverwhere (London Below, #1)",https://www.goodreads.com/book/show/14497.Neverwhere,Neil Gaiman,4.17,"514,230",1996,370
1084,"The Sea of Monsters (Percy Jackson and the Olympians, #2)",https://www.goodreads.com/book/show/40727118-the-sea-of-monsters,Rick Riordan,4.24,"1,077,147",2006,Hardcover
1085,"Crown of Midnight (Throne of Glass, #2)",https://www.goodreads.com/book/show/76705490-crown-of-midnight,Sarah J. Maas,4.35,"770,124",2013,432
1086,"The Wise Man's Fear (The Kingkiller Chronicle, #2)",https://www.goodreads.com/book/show/1215032.The_Wise_Man_s_Fear,Patrick Rothfuss,4.55,"535,378",2011,994
1087,"The Well of Ascension (Mistborn, #2)",https://www.goodreads.com/book/show/68429.The_Well_of_Ascension,Brandon Sanderson,4.38,"429,766",2007,578
1088,"Siege and Storm (The Shadow and Bone Trilogy, #2)",https://www.goodreads.com/book/show/14061955-siege-and-storm,Leigh Bardugo,3.82,"573,574",2013,435
1089,The Lord of the Rings (Paperback),https://www.goodreads.com/book/show/33.The_Lord_of_the_Rings,J.R.R. Tolkien,4.52,"657,986",1955,1216
1090,"Assassin's Apprentice (Farseer Trilogy, #1)",https://www.goodreads.com/book/show/77197.Assassin_s_Apprentice,Robin Hobb,4.18,"309,215",1995,435
1091,"The Lies of Locke Lamora (Gentleman Bastard, #1)",https://www.goodreads.com/book/show/29588376-the-lies-of-locke-lamora,Scott Lynch,4.30,"284,548",2006,752
1092,"Harry Potter and the Cursed Child: Parts One and Two (Harry Potter, #8)",https://www.goodreads.com/book/show/29056083-harry-potter-and-the-cursed-child,J.K. Rowling,3.50,"976,134",2016,343
1093,The Ocean at the End of the Lane (Paperback),https://www.goodreads.com/book/show/18505792-the-ocean-at-the-end-of-the-lane,Neil Gaiman,4.02,"596,650",2013,195
1094,"The Titan's Curse (Percy Jackson and the Olympians, #3)",https://www.goodreads.com/book/show/561456.The_Titan_s_Curse,Rick Riordan,4.36,"974,146",2007,320
1095,"Red Queen (Red Queen, #1)",https://www.goodreads.com/book/show/22328546-red-queen,Victoria Aveyard,4.01,"945,438",2015,388
1096,"Graceling (Graceling Realm, #1)",https://www.goodreads.com/book/show/3236307-graceling,Kristin Cashore,4.07,"451,283",2008,471
1097,"The Hero of Ages (Mistborn, #3)",https://www.goodreads.com/book/show/2767793-the-hero-of-ages,Brandon Sanderson,4.53,"392,955",2008,572
1098,Uprooted (Hardcover),https://www.goodreads.com/book/show/22544764-uprooted,Naomi Novik,4.04,"227,950",2015,438
1099,"The Color of Magic (Discworld, #1; Rincewind, #1)",https://www.goodreads.com/book/show/34497.The_Color_of_Magic,Terry Pratchett,4.00,"376,705",1983,228
1100,"Harry Potter and the Chamber of Secrets (Harry Potter, #2)",https://www.goodreads.com/book/show/15881.Harry_Potter_and_the_Chamber_of_Secrets,J.K. Rowling,4.43,"3,730,716",1998,341
1101,"The Hobbit (The Lord of the Rings, #0)",https://www.goodreads.com/book/show/5907.The_Hobbit,J.R.R. Tolkien,4.28,"3,781,804",1937,366
1102,Harry Potter and the Half-Blood Prince (Harry Potter #6),https://www.goodreads.com/book/show/1.Harry_Potter_and_the_Half_Blood_Prince,J.K. Rowling,4.58,"3,140,961",2005,652
1103,"A Game of Thrones (A Song of Ice and Fire, #1)",https://www.goodreads.com/book/show/13496.A_Game_of_Thrones,George R.R. Martin,4.44,"2,409,554",1996,835
1104,"The Fellowship of the Ring (The Lord of the Rings, #1)",https://www.goodreads.com/book/show/61215351-the-fellowship-of-the-ring,J.R.R. Tolkien,4.39,"2,738,000",1954,432
1105,"A Court of Thorns and Roses (A Court of Thorns and Roses, #1)",https://www.goodreads.com/book/show/50659467-a-court-of-thorns-and-roses,Sarah J. Maas,4.20,"1,847,530",2015,419
1106,"A Clash of Kings  (A Song of Ice and Fire, #2)",https://www.goodreads.com/book/show/10572.A_Clash_of_Kings,George R.R. Martin,4.41,"909,980",1998,784
1107,"The Two Towers (The Lord of the Rings, #2)",https://www.goodreads.com/book/show/61215372-the-two-towers,J.R.R. Tolkien,4.48,"923,793",1954,448
1108,"The Name of the Wind (The Kingkiller Chronicle, #1)",https://www.goodreads.com/book/show/186074.The_Name_of_the_Wind,Patrick Rothfuss,4.52,"921,142",2007,662
1109,"The Return of the King (The Lord of the Rings, #3)",https://www.goodreads.com/book/show/61215384-the-return-of-the-king,J.R.R. Tolkien,4.56,"859,338",1955,432
1110,"Six of Crows (Six of Crows, #1)",https://www.goodreads.com/book/show/23437156-six-of-crows,Leigh Bardugo,4.49,"874,246",2015,465
1111,"The Final Empire (Mistborn, #1)",https://www.goodreads.com/book/show/68428.The_Final_Empire,Brandon Sanderson,4.47,"629,105",2006,537
1112,"The Lightning Thief (Percy Jackson and the Olympians, #1)",https://www.goodreads.com/book/show/28187.The_Lightning_Thief,Rick Riordan,4.30,"2,796,928",2005,377
1113,"The Lion, the Witch and the Wardrobe (Chronicles of Narnia, #1)",https://www.goodreads.com/book/show/100915.The_Lion_the_Witch_and_the_Wardrobe,C.S. Lewis,4.23,"2,681,223",1950,206
1114,"Shadow and Bone (The Shadow and Bone Trilogy, #1)",https://www.goodreads.com/book/show/10194157-shadow-and-bone,Leigh Bardugo,3.94,"909,466",2012,358
1115,"A Storm of Swords (A Song of Ice and Fire, #3)",https://www.goodreads.com/book/show/62291.A_Storm_of_Swords,George R.R. Martin,4.54,"757,980",2000,1177
1116,"Throne of Glass (Throne of Glass, #1)",https://www.goodreads.com/book/show/76703559-throne-of-glass,Sarah J. Maas,4.19,"1,182,547",2012,432
1117,"A Feast for Crows (A Song of Ice and Fire, #4)",https://www.goodreads.com/book/show/13497.A_Feast_for_Crows,George R.R. Martin,4.16,"712,480",2005,1060
1118,"The Golden Compass (His Dark Materials, #1)",https://www.goodreads.com/book/show/119322.The_Golden_Compass,Philip Pullman,4.02,"1,488,947",1995,399
1119,"Eragon (The Inheritance Cycle, #1)",https://www.goodreads.com/book/show/113436.Eragon,Christopher Paolini,3.94,"1,712,396",2002,503
1120,"The Cruel Prince (The Folk of the Air, #1)",https://www.goodreads.com/book/show/26032825-the-cruel-prince,Holly Black,4.06,"1,034,909",2018,370
1121,"A Court of Mist and Fury (A Court of Thorns and Roses, #2)",https://www.goodreads.com/book/show/50659468-a-court-of-mist-and-fury,Sarah J. Maas,4.64,"1,358,088",2016,624
1122,"A Dance with Dragons (A Song of Ice and Fire, #5)",https://www.goodreads.com/book/show/10664113-a-dance-with-dragons,George R.R. Martin,4.33,"635,953",2011,1125
1123,American Gods (Kindle Edition),https://www.goodreads.com/book/show/30165203-american-gods,Neil Gaiman,4.11,"903,828",2001,635
1124,The Night Circus (Hardcover),https://www.goodreads.com/book/show/9361589-the-night-circus,Erin Morgenstern,4.02,"931,026",2011,400
1125,"City of Bones (The Mortal Instruments, #1)",https://www.goodreads.com/book/show/256683.City_of_Bones,Cassandra Clare,4.08,"1,951,759",2007,485
1126,"Twilight (The Twilight Saga, #1)",https://www.goodreads.com/book/show/41865.Twilight,Stephenie Meyer,3.64,"6,305,687",2005,498
1127,"A Darker Shade of Magic (Shades of Magic, #1)",https://www.goodreads.com/book/show/22055262-a-darker-shade-of-magic,V.E. Schwab,4.06,"334,081",2015,400
1128,"The Way of Kings (The Stormlight Archive, #1)",https://www.goodreads.com/book/show/7235533-the-way-of-kings,Brandon Sanderson,4.65,"454,838",2010,1007
1129,"Good Omens: The Nice and Accurate Prophecies of Agnes Nutter, Witch (Mass Market Paperback)",https://www.goodreads.com/book/show/12067.Good_Omens,Terry Pratchett,4.25,"710,830",1990,491
1130,"A Court of Wings and Ruin (A Court of Thorns and Roses, #3)",https://www.goodreads.com/book/show/50659472-a-court-of-wings-and-ruin,Sarah J. Maas,4.46,"1,107,675",2017,703
1131,"Crooked Kingdom (Six of Crows, #2)",https://www.goodreads.com/book/show/22299763-crooked-kingdom,Leigh Bardugo,4.60,"590,485",2016,561
1132,Stardust (Paperback),https://www.goodreads.com/book/show/16793.Stardust,Neil Gaiman,4.10,"438,109",1999,248
1133,"Neverwhere (London Below, #1)",https://www.goodreads.com/book/show/14497.Neverwhere,Neil Gaiman,4.17,"514,230",1996,370
1134,"The Sea of Monsters (Percy Jackson and the Olympians, #2)",https://www.goodreads.com/book/show/40727118-the-sea-of-monsters,Rick Riordan,4.24,"1,077,147",2006,Hardcover
1135,"Crown of Midnight (Throne of Glass, #2)",https://www.goodreads.com/book/show/76705490-crown-of-midnight,Sarah J. Maas,4.35,"770,124",2013,432
1136,"The Wise Man's Fear (The Kingkiller Chronicle, #2)",https://www.goodreads.com/book/show/1215032.The_Wise_Man_s_Fear,Patrick Rothfuss,4.55,"535,378",2011,994
1137,"The Well of Ascension (Mistborn, #2)",https://www.goodreads.com/book/show/68429.The_Well_of_Ascension,Brandon Sanderson,4.38,"429,766",2007,578
1138,"Siege and Storm (The Shadow and Bone Trilogy, #2)",https://www.goodreads.com/book/show/14061955-siege-and-storm,Leigh Bardugo,3.82,"573,574",2013,435
1139,The Lord of the Rings (Paperback),https://www.goodreads.com/book/show/33.The_Lord_of_the_Rings,J.R.R. Tolkien,4.52,"657,986",1955,1216
1140,"Assassin's Apprentice (Farseer Trilogy, #1)",https://www.goodreads.com/book/show/77197.Assassin_s_Apprentice,Robin Hobb,4.18,"309,215",1995,435
1141,"The Lies of Locke Lamora (Gentleman Bastard, #1)",https://www.goodreads.com/book/show/29588376-the-lies-of-locke-lamora,Scott Lynch,4.30,"284,548",2006,752
1142,"Harry Potter and the Cursed Child: Parts One and Two (Harry Potter, #8)",https://www.goodreads.com/book/show/29056083-harry-potter-and-the-cursed-child,J.K. Rowling,3.50,"976,134",2016,343
1143,The Ocean at the End of the Lane (Paperback),https://www.goodreads.com/book/show/18505792-the-ocean-at-the-end-of-the-lane,Neil Gaiman,4.02,"596,650",2013,195
1144,"The Titan's Curse (Percy Jackson and the Olympians, #3)",https://www.goodreads.com/book/show/561456.The_Titan_s_Curse,Rick Riordan,4.36,"974,146",2007,320
1145,"Red Queen (Red Queen, #1)",https://www.goodreads.com/book/show/22328546-red-queen,Victoria Aveyard,4.01,"945,438",2015,388
1146,"Graceling (Graceling Realm, #1)",https://www.goodreads.com/book/show/3236307-graceling,Kristin Cashore,4.07,"451,283",2008,471
1147,"The Hero of Ages (Mistborn, #3)",https://www.goodreads.com/book/show/2767793-the-hero-of-ages,Brandon Sanderson,4.53,"392,955",2008,572
1148,Uprooted (Hardcover),https://www.goodreads.com/book/show/22544764-uprooted,Naomi Novik,4.04,"227,950",2015,438
1149,"The Color of Magic (Discworld, #1; Rincewind, #1)",https://www.goodreads.com/book/show/34497.The_Color_of_Magic,Terry Pratchett,4.00,"376,705",1983,228
1150,"Harry Potter and the Chamber of Secrets (Harry Potter, #2)",https://www.goodreads.com/book/show/15881.Harry_Potter_and_the_Chamber_of_Secrets,J.K. Rowling,4.43,"3,730,716",1998,341
1151,"The Hobbit (The Lord of the Rings, #0)",https://www.goodreads.com/book/show/5907.The_Hobbit,J.R.R. Tolkien,4.28,"3,781,804",1937,366
1152,Harry Potter and the Half-Blood Prince (Harry Potter #6),https://www.goodreads.com/book/show/1.Harry_Potter_and_the_Half_Blood_Prince,J.K. Rowling,4.58,"3,140,961",2005,652
1153,"A Game of Thrones (A Song of Ice and Fire, #1)",https://www.goodreads.com/book/show/13496.A_Game_of_Thrones,George R.R. Martin,4.44,"2,409,554",1996,835
1154,"The Fellowship of the Ring (The Lord of the Rings, #1)",https://www.goodreads.com/book/show/61215351-the-fellowship-of-the-ring,J.R.R. Tolkien,4.39,"2,738,000",1954,432
1155,"A Court of Thorns and Roses (A Court of Thorns and Roses, #1)",https://www.goodreads.com/book/show/50659467-a-court-of-thorns-and-roses,Sarah J. Maas,4.20,"1,847,530",2015,419
1156,"A Clash of Kings  (A Song of Ice and Fire, #2)",https://www.goodreads.com/book/show/10572.A_Clash_of_Kings,George R.R. Martin,4.41,"909,980",1998,784
1157,"The Two Towers (The Lord of the Rings, #2)",https://www.goodreads.com/book/show/61215372-the-two-towers,J.R.R. Tolkien,4.48,"923,793",1954,448
1158,"The Name of the Wind (The Kingkiller Chronicle, #1)",https://www.goodreads.com/book/show/186074.The_Name_of_the_Wind,Patrick Rothfuss,4.52,"921,142",2007,662
1159,"The Return of the King (The Lord of the Rings, #3)",https://www.goodreads.com/book/show/61215384-the-return-of-the-king,J.R.R. Tolkien,4.56,"859,338",1955,432
1160,"Six of Crows (Six of Crows, #1)",https://www.goodreads.com/book/show/23437156-six-of-crows,Leigh Bardugo,4.49,"874,246",2015,465
1161,"The Final Empire (Mistborn, #1)",https://www.goodreads.com/book/show/68428.The_Final_Empire,Brandon Sanderson,4.47,"629,105",2006,537
1162,"The Lightning Thief (Percy Jackson and the Olympians, #1)",https://www.goodreads.com/book/show/28187.The_Lightning_Thief,Rick Riordan,4.30,"2,796,928",2005,377
1163,"The Lion, the Witch and the Wardrobe (Chronicles of Narnia, #1)",https://www.goodreads.com/book/show/100915.The_Lion_the_Witch_and_the_Wardrobe,C.S. Lewis,4.23,"2,681,223",1950,206
1164,"Shadow and Bone (The Shadow and Bone Trilogy, #1)",https://www.goodreads.com/book/show/10194157-shadow-and-bone,Leigh Bardugo,3.94,"909,466",2012,358
1165,"A Storm of Swords (A Song of Ice and Fire, #3)",https://www.goodreads.com/book/show/62291.A_Storm_of_Swords,George R.R. Martin,4.54,"757,980",2000,1177
1166,"Throne of Glass (Throne of Glass, #1)",https://www.goodreads.com/book/show/76703559-throne-of-glass,Sarah J. Maas,4.19,"1,182,547",2012,432
1167,"A Feast for Crows (A Song of Ice and Fire, #4)",https://www.goodreads.com/book/show/13497.A_Feast_for_Crows,George R.R. Martin,4.16,"712,480",2005,1060
1168,"The Golden Compass (His Dark Materials, #1)",https://www.goodreads.com/book/show/119322.The_Golden_Compass,Philip Pullman,4.02,"1,488,947",1995,399
1169,"Eragon (The Inheritance Cycle, #1)",https://www.goodreads.com/book/show/113436.Eragon,Christopher Paolini,3.94,"1,712,396",2002,503
1170,"The Cruel Prince (The Folk of the Air, #1)",https://www.goodreads.com/book/show/26032825-the-cruel-prince,Holly Black,4.06,"1,034,909",2018,370
1171,"A Court of Mist and Fury (A Court of Thorns and Roses, #2)",https://www.goodreads.com/book/show/50659468-a-court-of-mist-and-fury,Sarah J. Maas,4.64,"1,358,088",2016,624
1172,"A Dance with Dragons (A Song of Ice and Fire, #5)",https://www.goodreads.com/book/show/10664113-a-dance-with-dragons,George R.R. Martin,4.33,"635,953",2011,1125
1173,American Gods (Kindle Edition),https://www.goodreads.com/book/show/30165203-american-gods,Neil Gaiman,4.11,"903,828",2001,635
1174,The Night Circus (Hardcover),https://www.goodreads.com/book/show/9361589-the-night-circus,Erin Morgenstern,4.02,"931,026",2011,400
1175,"City of Bones (The Mortal Instruments, #1)",https://www.goodreads.com/book/show/256683.City_of_Bones,Cassandra Clare,4.08,"1,951,759",2007,485
1176,"Twilight (The Twilight Saga, #1)",https://www.goodreads.com/book/show/41865.Twilight,Stephenie Meyer,3.64,"6,305,687",2005,498
1177,"A Darker Shade of Magic (Shades of Magic, #1)",https://www.goodreads.com/book/show/22055262-a-darker-shade-of-magic,V.E. Schwab,4.06,"334,081",2015,400
1178,"The Way of Kings (The Stormlight Archive, #1)",https://www.goodreads.com/book/show/7235533-the-way-of-kings,Brandon Sanderson,4.65,"454,838",2010,1007
1179,"Good Omens: The Nice and Accurate Prophecies of Agnes Nutter, Witch (Mass Market Paperback)",https://www.goodreads.com/book/show/12067.Good_Omens,Terry Pratchett,4.25,"710,830",1990,491
1180,"A Court of Wings and Ruin (A Court of Thorns and Roses, #3)",https://www.goodreads.com/book/show/50659472-a-court-of-wings-and-ruin,Sarah J. Maas,4.46,"1,107,675",2017,703
1181,"Crooked Kingdom (Six of Crows, #2)",https://www.goodreads.com/book/show/22299763-crooked-kingdom,Leigh Bardugo,4.60,"590,485",2016,561
1182,Stardust (Paperback),https://www.goodreads.com/book/show/16793.Stardust,Neil Gaiman,4.10,"438,109",1999,248
1183,"Neverwhere (London Below, #1)",https://www.goodreads.com/book/show/14497.Neverwhere,Neil Gaiman,4.17,"514,230",1996,370
1184,"The Sea of Monsters (Percy Jackson and the Olympians, #2)",https://www.goodreads.com/book/show/40727118-the-sea-of-monsters,Rick Riordan,4.24,"1,077,147",2006,Hardcover
1185,"Crown of Midnight (Throne of Glass, #2)",https://www.goodreads.com/book/show/76705490-crown-of-midnight,Sarah J. Maas,4.35,"770,124",2013,432
1186,"The Wise Man's Fear (The Kingkiller Chronicle, #2)",https://www.goodreads.com/book/show/1215032.The_Wise_Man_s_Fear,Patrick Rothfuss,4.55,"535,378",2011,994
1187,"The Well of Ascension (Mistborn, #2)",https://www.goodreads.com/book/show/68429.The_Well_of_Ascension,Brandon Sanderson,4.38,"429,766",2007,578
1188,"Siege and Storm (The Shadow and Bone Trilogy, #2)",https://www.goodreads.com/book/show/14061955-siege-and-storm,Leigh Bardugo,3.82,"573,574",2013,435
1189,The Lord of the Rings (Paperback),https://www.goodreads.com/book/show/33.The_Lord_of_the_Rings,J.R.R. Tolkien,4.52,"657,986",1955,1216
1190,"Assassin's Apprentice (Farseer Trilogy, #1)",https://www.goodreads.com/book/show/77197.Assassin_s_Apprentice,Robin Hobb,4.18,"309,215",1995,435
1191,"The Lies of Locke Lamora (Gentleman Bastard, #1)",https://www.goodreads.com/book/show/29588376-the-lies-of-locke-lamora,Scott Lynch,4.30,"284,548",2006,752
1192,"Harry Potter and the Cursed Child: Parts One and Two (Harry Potter, #8)",https://www.goodreads.com/book/show/29056083-harry-potter-and-the-cursed-child,J.K. Rowling,3.50,"976,134",2016,343
